index,name,date,ageY,ageD,location,team,opponent,gameResult,margin,started,minutesPlayed,fg,fga,fg3,fg3a,fg3pct,ft,fta,ftpct,orb,drb,trb,assists,steals,blocks,turnovers,personalFouls,points,gameScore,plusMinus
332,LeBron James,2007-12-11,22,346,0,CLE,IND,W,+13,0,22.37,5,9,0,1,.000,7,10,.700,1,2,3,5,1,1,4,2,17,13.2,+27
333,LeBron James,2007-12-14,22,349,@,CLE,NJN,L,-8,1,41.09,12,25,3,9,.333,2,3,.667,0,6,6,8,2,0,6,3,29,18.1,+6
334,LeBron James,2007-12-15,22,350,0,CLE,PHI,L,-6,1,41.46,10,18,0,1,.000,1,1,1.000,0,6,6,6,0,1,3,1,21,15.7,+5
335,LeBron James,2007-12-17,22,352,0,CLE,MIL,W,+5,1,50.13,10,25,0,5,.000,11,13,.846,1,7,8,5,1,0,2,3,31,20.8,+6
336,LeBron James,2007-12-19,22,354,@,CLE,NYK,L,-18,1,36.52,12,21,3,6,.500,5,6,.833,1,7,8,6,6,0,4,1,32,30.3,-9
337,LeBron James,2007-12-20,22,355,0,CLE,LAL,W,+4,1,38.28,12,29,0,3,.000,9,11,.818,4,6,10,5,1,1,3,3,33,22.3,-7
338,LeBron James,2007-12-23,22,358,0,CLE,GSW,L,-9,1,40.51,8,20,0,2,.000,9,13,.692,2,3,5,8,1,1,3,2,25,18.4,-12
339,LeBron James,2007-12-25,22,360,0,CLE,MIA,W,+14,1,38.36,9,19,0,3,.000,7,11,.636,0,6,6,12,1,1,2,3,25,22.4,+18
340,LeBron James,2007-12-27,22,362,@,CLE,DAL,W,+7,1,36.19,9,21,1,4,.250,5,10,.500,4,4,8,7,3,0,3,5,24,17.8,+5
341,LeBron James,2007-12-29,22,364,@,CLE,NOH,L,-10,1,42.21,8,21,1,4,.250,4,6,.667,2,3,5,6,1,0,4,1,21,11.8,-18
342,LeBron James,2008-01-02,23,003,0,CLE,ATL,W,+4,1,40.05,13,22,1,3,.333,9,11,.818,1,4,5,6,2,1,2,1,36,31.4,+7
343,LeBron James,2008-01-04,23,005,0,CLE,SAC,W,+4,1,45.21,7,18,1,6,.167,9,12,.750,1,7,8,10,5,1,3,1,24,25.1,+7
344,LeBron James,2008-01-06,23,007,@,CLE,TOR,W,+3,1,45.44,14,29,4,8,.500,7,12,.583,3,8,11,8,0,0,1,1,39,31.0,-1
345,LeBron James,2008-01-08,23,009,0,CLE,SEA,W,+16,1,35.10,8,18,0,3,.000,6,6,1.000,2,6,8,3,2,0,4,2,22,15.1,+13
346,LeBron James,2008-01-09,23,010,@,CLE,ATL,L,-9,1,43.23,13,22,0,4,.000,5,9,.556,3,7,10,6,3,1,3,3,31,27.1,-7
347,LeBron James,2008-01-11,23,012,0,CLE,CHA,W,+7,1,49.36,10,20,2,7,.286,9,15,.600,5,14,19,8,4,3,8,3,31,28.8,-2
348,LeBron James,2008-01-15,23,016,@,CLE,MEM,W,+8,1,47.10,18,28,6,12,.500,9,16,.563,3,5,8,9,3,1,4,1,51,45.0,+10
349,LeBron James,2008-01-17,23,018,@,CLE,SAS,W,+2,1,38.54,9,24,1,5,.200,8,12,.667,3,6,9,7,0,2,3,1,27,19.0,-11
350,LeBron James,2008-01-21,23,022,@,CLE,MIA,W,+7,1,39.40,11,26,1,4,.250,5,5,1.000,1,2,3,5,4,1,5,4,28,17.1,+12
351,LeBron James,2008-01-23,23,024,0,CLE,WAS,W,+36,1,31.08,7,13,1,3,.333,8,9,.889,2,6,8,8,2,1,0,2,23,27.0,+31
352,LeBron James,2008-01-25,23,026,0,CLE,PHO,L,-2,1,39.26,14,30,0,1,.000,8,10,.800,2,5,7,5,2,0,1,3,36,26.0,-12
353,LeBron James,2008-01-27,23,028,@,CLE,LAL,W,+3,1,44.08,16,32,1,5,.200,8,12,.667,3,6,9,4,2,0,5,4,41,25.5,-3
354,LeBron James,2008-01-30,23,031,@,CLE,POR,W,+1,1,43.53,13,29,3,6,.500,8,12,.667,2,12,14,4,2,2,4,3,37,26.3,+3
355,LeBron James,2008-02-02,23,034,0,CLE,LAC,W,+14,1,43.48,8,19,1,4,.250,11,16,.688,0,11,11,7,2,1,3,2,28,23.0,+15
356,LeBron James,2008-02-05,23,037,0,CLE,BOS,W,+1,1,42.24,11,21,4,8,.500,7,10,.700,1,8,9,12,5,2,7,5,33,30.4,+12
357,LeBron James,2008-02-07,23,039,@,CLE,HOU,L,-15,1,41.13,12,23,2,5,.400,6,11,.545,1,6,7,6,2,2,3,0,32,25.8,-11
358,LeBron James,2008-02-08,23,040,@,CLE,ATL,W,+5,1,44.00,11,24,0,3,.000,4,4,1.000,4,7,11,7,2,1,1,2,26,24.3,+5
359,LeBron James,2008-02-10,23,042,0,CLE,DEN,L,-30,1,32.36,11,23,2,5,.400,6,6,1.000,1,4,5,3,2,0,5,1,30,18.9,-25
360,LeBron James,2008-02-11,23,043,@,CLE,ORL,W,+7,1,43.51,8,15,1,2,.500,12,15,.800,1,6,7,10,3,1,5,3,29,27.5,+10
361,LeBron James,2008-02-13,23,045,0,CLE,SAS,L,-7,1,42.44,17,31,1,5,.200,4,7,.571,2,4,6,9,0,1,3,4,39,27.9,-4
362,LeBron James,2008-02-19,23,051,0,CLE,HOU,L,-8,1,42.08,7,18,4,7,.571,8,11,.727,2,11,13,11,2,0,5,2,26,23.6,-8
363,LeBron James,2008-02-20,23,052,@,CLE,IND,W,+9,1,43.14,11,22,1,5,.200,8,12,.667,2,12,14,12,2,1,4,1,31,30.1,+14
364,LeBron James,2008-02-22,23,054,0,CLE,WAS,W,+1,1,44.32,11,20,2,6,.333,9,14,.643,3,12,15,8,1,1,3,1,33,31.0,+2
365,LeBron James,2008-02-24,23,056,0,CLE,MEM,W,+20,1,39.02,10,17,1,4,.250,4,5,.800,1,6,7,11,3,1,6,2,25,23.8,+19
366,LeBron James,2008-02-26,23,058,@,CLE,MIL,L,-3,1,37.50,16,24,1,3,.333,2,5,.400,0,4,4,6,0,1,2,3,35,26.3,-2
367,LeBron James,2008-02-27,23,059,@,CLE,BOS,L,-5,1,39.00,7,24,1,6,.167,11,15,.733,4,4,8,4,0,0,3,2,26,13.4,-13
368,LeBron James,2008-02-29,23,061,0,CLE,MIN,W,+8,1,43.35,11,22,1,4,.250,7,9,.778,2,6,8,13,2,0,3,2,30,28.7,+12
369,LeBron James,2008-03-02,23,063,0,CLE,CHI,W,+9,1,39.51,15,29,0,5,.000,7,8,.875,3,3,6,6,1,0,3,1,37,27.1,+21
370,LeBron James,2008-03-05,23,066,@,CLE,NYK,W,+14,1,43.50,16,30,7,13,.538,11,16,.688,1,7,8,10,4,0,2,3,50,44.0,+11
371,LeBron James,2008-03-06,23,067,@,CLE,CHI,L,-11,1,37.55,13,27,2,8,.250,11,12,.917,0,3,3,1,1,3,4,1,39,25.2,-21
372,LeBron James,2008-03-08,23,069,0,CLE,IND,W,+8,1,38.13,11,24,5,8,.625,11,12,.917,4,7,11,4,1,2,2,2,38,32.5,+15
373,LeBron James,2008-03-10,23,071,0,CLE,POR,W,+8,1,43.41,7,18,1,4,.250,9,13,.692,1,9,10,11,1,2,4,0,24,22.1,+10
374,LeBron James,2008-03-12,23,073,@,CLE,NJN,L,-5,1,45.41,12,23,2,7,.286,16,23,.696,3,8,11,7,1,2,6,5,42,31.7,-4
375,LeBron James,2008-03-13,23,074,@,CLE,WAS,L,-2,1,43.23,9,22,1,7,.143,6,8,.750,2,5,7,7,0,0,7,4,25,11.6,+3
376,LeBron James,2008-03-16,23,077,0,CLE,CHA,W,+7,1,41.40,11,24,1,3,.333,10,16,.625,2,5,7,10,1,2,1,2,33,28.7,+17
377,LeBron James,2008-03-17,23,078,@,CLE,ORL,L,-14,1,42.14,11,22,1,4,.250,7,11,.636,2,7,9,6,0,1,3,1,30,22.4,-7
378,LeBron James,2008-03-19,23,080,0,CLE,DET,W,+16,1,41.04,11,19,2,5,.400,6,7,.857,3,4,7,6,1,1,0,0,30,29.9,+15
379,LeBron James,2008-03-21,23,082,0,CLE,TOR,W,+7,1,41.24,14,22,1,3,.333,0,0,0,0,12,12,5,1,0,5,1,29,21.9,-3
380,LeBron James,2008-03-22,23,083,@,CLE,MIL,L,-10,1,38.35,9,25,3,9,.333,8,10,.800,4,7,11,4,2,0,4,3,29,18.8,-12
381,LeBron James,2008-03-26,23,087,0,CLE,NOH,L,-1,1,40.33,6,14,1,2,.500,8,10,.800,0,3,3,8,2,2,2,2,21,19.9,-3
382,LeBron James,2008-03-29,23,090,@,CLE,DET,L,-14,1,35.18,4,17,1,5,.200,4,6,.667,0,4,4,5,0,0,5,0,13,1.6,-19
383,LeBron James,2008-03-30,23,091,0,CLE,PHI,W,+3,1,41.47,11,18,1,2,.500,3,3,1.000,3,6,9,9,3,1,1,4,26,29.1,+7
384,LeBron James,2008-04-02,23,094,@,CLE,CHA,W,+4,1,31.13,11,19,1,4,.250,6,6,1.000,2,2,4,5,3,2,4,6,29,23.6,+3
385,LeBron James,2008-04-03,23,095,0,CLE,CHI,L,-3,1,38.30,10,24,3,7,.429,10,14,.714,0,5,5,4,2,2,3,4,33,21.7,-1
386,LeBron James,2008-04-05,23,097,0,CLE,ORL,L,-15,1,42.22,6,22,1,5,.200,4,8,.500,5,2,7,9,2,2,5,1,17,10.8,-15
387,LeBron James,2008-04-09,23,101,0,CLE,NJN,W,+21,1,35.22,11,21,1,4,.250,10,13,.769,4,3,7,8,1,2,0,2,33,32.4,+10
388,LeBron James,2008-04-11,23,103,@,CLE,CHI,L,-5,1,38.11,13,21,2,6,.333,6,12,.500,0,6,6,2,3,0,3,2,34,24.5,-10
389,LeBron James,2008-04-13,23,105,0,CLE,MIA,W,+8,1,35.15,3,9,0,1,.000,7,9,.778,0,11,11,7,1,2,5,1,13,12.3,-3
390,LeBron James,2008-04-14,23,106,@,CLE,PHI,W,+1,1,41.41,10,18,1,2,.500,6,12,.500,1,3,4,5,2,1,5,3,27,17.6,-5
391,LeBron James,2008-10-28,23,303,@,CLE,BOS,L,-5,1,36.00,9,21,0,4,.000,4,8,.500,1,6,7,6,2,1,3,4,22,14.1,-3
392,LeBron James,2008-10-30,23,305,0,CLE,CHA,W,+17,1,30.16,7,15,0,2,.000,8,12,.667,2,7,9,9,0,1,5,3,22,17.0,+10
393,LeBron James,2008-11-01,23,307,@,CLE,NOH,L,-12,1,37.43,6,15,0,3,.000,3,4,.750,2,5,7,13,3,0,5,3,15,15.3,-8
394,LeBron James,2008-11-03,23,309,@,CLE,DAL,W,+19,1,34.08,8,20,0,2,.000,13,15,.867,2,6,8,3,2,1,1,1,29,24.0,+13
395,LeBron James,2008-11-05,23,311,0,CLE,CHI,W,+14,1,35.50,13,23,0,2,.000,15,16,.938,2,7,9,6,4,0,5,1,41,36.0,+22
396,LeBron James,2008-11-07,23,313,0,CLE,IND,W,+4,1,39.20,11,24,1,6,.167,4,7,.571,2,7,9,8,1,4,4,2,27,21.5,-3
397,LeBron James,2008-11-08,23,314,@,CLE,CHI,W,+9,1,39.12,13,29,4,7,.571,11,13,.846,4,9,13,4,0,0,2,1,41,31.0,+12
398,LeBron James,2008-11-11,23,317,0,CLE,MIL,W,+6,1,42.46,16,24,1,4,.250,8,10,.800,0,5,5,6,3,0,2,2,41,35.7,+11
399,LeBron James,2008-11-13,23,319,0,CLE,DEN,W,+11,1,38.02,10,20,0,0,0,2,4,.500,1,7,8,11,3,0,5,4,22,18.1,+14
400,LeBron James,2008-11-15,23,321,0,CLE,UTA,W,+12,1,42.03,13,21,3,7,.429,9,11,.818,3,2,5,7,2,2,2,2,38,35.9,+33
401,LeBron James,2008-11-18,23,324,@,CLE,NJN,W,+24,1,35.58,9,20,1,4,.250,12,17,.706,0,8,8,4,0,1,3,3,31,20.3,+17
402,LeBron James,2008-11-19,23,325,@,CLE,DET,L,-7,1,39.30,8,21,0,4,.000,9,10,.900,1,5,6,6,4,0,3,1,25,20.1,-5
403,LeBron James,2008-11-22,23,328,0,CLE,ATL,W,+14,1,36.35,8,19,1,4,.250,7,7,1.000,1,6,7,8,2,0,2,3,24,20.8,+16
404,LeBron James,2008-11-25,23,331,@,CLE,NYK,W,+18,1,30.20,7,14,3,7,.429,9,11,.818,0,4,4,1,1,1,1,0,26,20.8,+17
405,LeBron James,2008-11-26,23,332,0,CLE,OKC,W,+35,1,17.08,7,12,0,1,.000,0,0,0,0,3,3,3,1,3,0,0,14,14.5,+24
406,LeBron James,2008-11-28,23,334,0,CLE,GSW,W,+15,1,30.39,9,13,3,4,.750,2,4,.500,1,6,7,8,3,1,2,2,23,25.7,+24
407,LeBron James,2008-11-29,23,335,@,CLE,MIL,W,+12,1,41.22,12,27,1,5,.200,7,10,.700,1,6,7,5,2,1,3,3,32,21.2,+7
408,LeBron James,2008-12-03,23,339,0,CLE,NYK,W,+36,1,28.09,5,10,1,4,.250,10,10,1.000,0,5,5,6,5,1,0,0,21,27.4,+30
409,LeBron James,2008-12-05,23,341,0,CLE,IND,W,+24,1,37.37,4,12,0,4,.000,3,4,.750,2,6,8,11,1,3,2,2,11,15.0,+32
410,LeBron James,2008-12-06,23,342,@,CLE,CHA,W,+20,1,27.40,8,17,2,4,.500,7,8,.875,2,3,5,4,2,2,3,3,25,20.2,+27
411,LeBron James,2008-12-09,23,345,0,CLE,TOR,W,+20,1,30.24,11,18,2,5,.400,7,8,.875,0,5,5,4,3,0,2,1,31,27.3,+19
412,LeBron James,2008-12-10,23,346,@,CLE,PHI,W,+8,1,39.04,10,22,2,6,.333,7,8,.875,2,2,4,5,0,2,1,4,29,21.5,-1
413,LeBron James,2008-12-12,23,348,0,CLE,PHI,W,+16,1,36.50,9,21,1,4,.250,9,12,.750,3,4,7,7,1,3,0,2,28,26.2,+13
414,LeBron James,2008-12-13,23,349,@,CLE,ATL,L,-5,1,45.40,10,19,2,7,.286,11,12,.917,2,4,6,9,4,1,1,2,33,35.1,+1
415,LeBron James,2008-12-17,23,353,@,CLE,MIN,W,+23,1,39.38,14,20,2,6,.333,2,4,.500,0,6,6,3,2,2,0,1,32,29.7,+22
416,LeBron James,2008-12-19,23,355,@,CLE,DEN,W,+17,1,38.45,13,20,0,2,.000,7,8,.875,3,7,10,8,0,0,6,3,33,26.4,+14
417,LeBron James,2008-12-21,23,357,@,CLE,OKC,W,+11,1,42.46,14,24,2,4,.500,1,2,.500,2,2,4,7,3,1,3,1,31,26.6,+16
418,LeBron James,2008-12-23,23,359,0,CLE,HOU,W,+9,1,38.20,11,23,0,3,.000,5,7,.714,1,8,9,5,3,1,7,2,27,17.0,+14
419,LeBron James,2008-12-25,23,361,0,CLE,WAS,W,+4,1,38.13,6,13,0,2,.000,6,10,.600,0,5,5,6,3,1,3,1,18,15.7,-4
420,LeBron James,2008-12-28,23,364,0,CLE,MIA,W,+7,1,42.31,12,19,2,4,.500,7,12,.583,0,6,6,9,0,1,2,1,33,28.9,+8
421,LeBron James,2008-12-30,24,000,@,CLE,MIA,L,-9,1,43.29,12,24,3,8,.375,11,14,.786,0,2,2,7,0,2,5,2,38,25.9,-6
422,LeBron James,2009-01-02,24,003,0,CLE,CHI,W,+25,1,37.16,3,8,2,3,.667,8,8,1.000,1,9,10,11,2,3,5,1,16,21.4,+27
423,LeBron James,2009-01-04,24,005,@,CLE,WAS,L,-3,1,40.46,11,22,3,9,.333,5,8,.625,0,6,6,10,1,2,7,4,30,20.4,0
424,LeBron James,2009-01-07,24,008,0,CLE,CHA,W,+30,1,30.59,9,16,0,1,.000,3,3,1.000,0,4,4,4,2,2,4,1,21,16.4,+23
425,LeBron James,2009-01-09,24,010,0,CLE,BOS,W,+15,1,35.49,13,25,3,7,.429,9,9,1.000,1,6,7,6,4,3,3,2,38,34.7,+20
426,LeBron James,2009-01-13,24,014,@,CLE,MEM,W,+15,1,40.12,9,15,1,5,.200,11,14,.786,0,11,11,10,3,1,2,2,30,33.1,+21
427,LeBron James,2009-01-15,24,016,@,CLE,CHI,L,-9,1,44.19,8,28,1,6,.167,11,16,.688,3,11,14,7,1,1,8,4,28,12.0,+2
428,LeBron James,2009-01-16,24,017,0,CLE,NOH,W,+14,1,42.59,12,24,0,2,.000,5,6,.833,3,11,14,7,3,1,4,3,29,25.4,+19
429,LeBron James,2009-01-19,24,020,@,CLE,LAL,L,-17,1,42.10,9,25,1,5,.200,4,8,.500,2,7,9,4,4,1,6,1,23,12.1,-11
430,LeBron James,2009-01-21,24,022,@,CLE,POR,W,+6,1,42.02,14,30,3,6,.500,3,4,.750,0,7,7,14,1,0,2,1,34,28.7,+14
431,LeBron James,2009-01-23,24,024,@,CLE,GSW,W,+1,1,40.39,10,24,2,5,.400,10,16,.625,2,7,9,8,3,2,2,2,32,27.5,+12
432,LeBron James,2009-01-24,24,025,@,CLE,UTA,W,+5,1,41.08,14,27,1,6,.167,4,6,.667,4,10,14,9,1,0,2,1,33,29.6,+16
433,LeBron James,2009-01-27,24,028,0,CLE,SAC,W,+7,1,37.31,5,10,0,2,.000,13,15,.867,5,10,15,11,0,3,2,1,23,31.1,+6
434,LeBron James,2009-01-29,24,030,@,CLE,ORL,L,-11,1,37.41,10,27,0,2,.000,3,6,.500,1,7,8,8,1,1,2,1,23,14.6,-9
435,LeBron James,2009-01-30,24,031,0,CLE,LAC,W,+17,1,37.08,9,17,2,4,.500,5,6,.833,0,7,7,6,3,1,3,2,25,22.5,+32
436,LeBron James,2009-02-01,24,033,@,CLE,DET,W,+10,1,38.50,12,25,3,8,.375,6,11,.545,4,0,4,8,1,1,5,3,33,22.2,-8
437,LeBron James,2009-02-03,24,035,0,CLE,TOR,W,+18,1,37.31,9,20,2,5,.400,13,13,1.000,1,6,7,4,1,2,3,3,33,26.1,+23
438,LeBron James,2009-02-04,24,036,@,CLE,NYK,W,+5,1,44.03,17,33,2,7,.286,16,19,.842,0,9,9,11,0,2,3,1,52,42.9,+7
439,LeBron James,2009-02-08,24,040,0,CLE,LAL,L,-10,1,40.08,5,20,2,8,.250,4,8,.500,3,5,8,12,0,0,1,1,16,13.0,-12
440,LeBron James,2009-02-10,24,042,@,CLE,IND,L,-1,1,41.10,15,21,4,7,.571,13,14,.929,0,7,7,4,1,1,7,1,47,37.1,+7
441,LeBron James,2009-02-11,24,043,0,CLE,PHO,W,+17,1,33.17,9,18,1,5,.200,7,8,.875,2,4,6,6,2,1,3,1,26,22.7,+22
442,LeBron James,2009-02-18,24,050,@,CLE,TOR,W,+17,1,33.12,9,17,0,3,.000,2,2,1.000,1,8,9,9,1,1,5,1,20,17.4,+20
443,LeBron James,2009-02-20,24,052,@,CLE,MIL,W,+8,1,40.04,16,29,8,11,.727,15,22,.682,1,4,5,9,0,0,6,3,55,39.3,+13
444,LeBron James,2009-02-22,24,054,0,CLE,DET,W,+21,1,30.34,6,13,0,3,.000,8,10,.800,0,5,5,9,2,1,0,0,20,23.0,+22
445,LeBron James,2009-02-24,24,056,0,CLE,MEM,W,+15,1,29.40,4,10,1,2,.500,6,8,.750,0,5,5,8,0,1,2,1,15,14.2,+13
446,LeBron James,2009-02-26,24,058,@,CLE,HOU,L,-19,1,33.51,7,21,2,5,.400,5,6,.833,0,1,1,0,1,2,3,4,21,6.8,-14
447,LeBron James,2009-02-27,24,059,@,CLE,SAS,W,+11,1,32.08,12,23,3,6,.500,3,3,1.000,4,10,14,4,2,0,1,2,30,27.5,+29
448,LeBron James,2009-03-01,24,061,@,CLE,ATL,W,+1,1,43.43,8,20,2,7,.286,8,14,.571,1,5,6,11,1,2,0,3,26,23.9,+4
449,LeBron James,2009-03-02,24,062,@,CLE,MIA,W,+7,1,43.40,13,21,6,7,.857,10,10,1.000,1,7,8,4,1,1,6,4,42,32.2,+8
450,LeBron James,2009-03-04,24,064,0,CLE,MIL,W,+18,1,33.12,7,11,4,5,.800,5,7,.714,1,7,8,4,1,0,3,2,23,20.1,+24
451,LeBron James,2009-03-06,24,066,@,CLE,BOS,L,-11,1,38.17,5,15,2,5,.400,9,12,.750,0,6,6,5,1,0,4,1,21,13.2,-1
452,LeBron James,2009-03-07,24,067,0,CLE,MIA,W,+10,1,43.19,5,15,0,3,.000,4,7,.571,2,8,10,12,1,1,2,0,14,16.2,+10
453,LeBron James,2009-03-10,24,070,@,CLE,LAC,W,+4,1,43.42,10,23,0,6,.000,12,16,.750,4,9,13,11,2,2,4,2,32,30.1,+7
454,LeBron James,2009-03-12,24,072,@,CLE,PHO,W,+8,1,43.27,10,24,3,8,.375,11,13,.846,6,4,10,13,3,3,3,0,34,37.0,+7
455,LeBron James,2009-03-13,24,073,@,CLE,SAC,W,+3,1,46.59,16,30,4,11,.364,15,17,.882,0,4,4,9,2,3,3,2,51,43.4,+6
456,LeBron James,2009-03-15,24,075,0,CLE,NYK,W,+5,1,39.52,9,17,0,3,.000,1,3,.333,1,7,8,10,4,3,3,1,19,22.4,-1
457,LeBron James,2009-03-17,24,077,0,CLE,ORL,W,+4,1,42.40,15,27,4,7,.571,9,10,.900,2,10,12,8,4,1,6,1,43,38.0,+5
458,LeBron James,2009-03-19,24,079,0,CLE,POR,W,+5,1,46.47,10,22,0,3,.000,6,11,.545,0,11,11,10,1,2,0,4,26,23.7,-1
459,LeBron James,2009-03-21,24,081,0,CLE,ATL,W,+6,1,40.03,9,21,1,4,.250,3,5,.600,1,6,7,5,3,1,2,2,22,17.0,+10
460,LeBron James,2009-03-22,24,082,@,CLE,NJN,W,+8,1,39.09,9,17,1,4,.250,11,15,.733,2,9,11,8,1,0,1,0,30,29.8,+14
461,LeBron James,2009-03-25,24,085,0,CLE,NJN,W,+11,1,39.06,7,14,1,1,1.000,7,7,1.000,1,7,8,11,1,0,1,0,22,25.5,+19
462,LeBron James,2009-03-27,24,087,0,CLE,MIN,W,+22,1,33.36,8,14,2,3,.667,7,10,.700,2,10,12,7,0,0,5,0,25,21.5,+25
463,LeBron James,2009-03-29,24,089,0,CLE,DAL,W,+28,1,31.19,9,22,2,4,.500,4,5,.800,1,5,6,12,1,2,0,0,24,24.8,+15
464,LeBron James,2009-03-31,24,091,0,CLE,DET,W,+6,1,40.36,9,24,0,2,.000,7,8,.875,1,11,12,3,3,1,1,0,25,20.2,+10
465,LeBron James,2009-04-02,24,093,@,CLE,WAS,L,-8,1,38.20,11,18,4,8,.500,5,7,.714,1,8,9,6,0,0,6,1,31,22.9,-13
466,LeBron James,2009-04-03,24,094,@,CLE,ORL,L,-29,1,32.00,7,20,2,5,.400,10,10,1.000,1,8,9,5,1,0,2,1,26,20.0,-26
467,LeBron James,2009-04-05,24,096,0,CLE,SAS,W,+20,1,36.43,14,21,2,5,.400,8,8,1.000,0,7,7,6,1,0,2,1,38,33.8,+7
468,LeBron James,2009-04-08,24,099,0,CLE,WAS,W,+12,1,30.51,7,15,0,2,.000,7,8,.875,0,6,6,7,3,0,2,1,21,20.2,+25
469,LeBron James,2009-04-10,24,101,@,CLE,PHI,W,+10,1,36.34,8,17,1,4,.250,10,12,.833,0,2,2,10,0,1,1,4,27,23.2,+8
470,LeBron James,2009-04-12,24,103,0,CLE,BOS,W,+31,1,30.22,9,14,5,8,.625,6,6,1.000,0,4,4,7,1,1,5,1,29,25.2,+21
471,LeBron James,2009-04-13,24,104,@,CLE,IND,W,+8,1,38.42,12,23,2,7,.286,11,14,.786,0,5,5,5,1,0,5,1,37,25.1,+8
472,LeBron James,2009-10-27,24,301,0,CLE,BOS,L,-6,1,44.55,12,22,4,9,.444,10,13,.769,0,4,4,8,2,4,5,4,38,31.2,0
473,LeBron James,2009-10-28,24,302,@,CLE,TOR,L,-10,1,39.47,7,19,1,5,.200,8,14,.571,2,9,11,12,2,0,4,1,23,20.2,+2
474,LeBron James,2009-10-30,24,304,@,CLE,MIN,W,+17,1,33.26,10,18,2,3,.667,2,3,.667,2,7,9,6,1,1,2,1,24,22.0,+17
475,LeBron James,2009-10-31,24,305,0,CLE,CHA,W,+11,1,37.14,5,11,0,1,.000,4,6,.667,1,6,7,9,0,0,4,1,14,11.9,+19
476,LeBron James,2009-11-03,24,308,0,CLE,WAS,W,+12,1,35.59,7,16,2,7,.286,11,13,.846,3,5,8,6,3,0,4,0,27,24.6,+5
477,LeBron James,2009-11-05,24,310,0,CLE,CHI,L,-1,1,38.13,9,17,1,4,.250,6,9,.667,0,7,7,6,1,1,3,0,25,20.5,-1
478,LeBron James,2009-11-06,24,311,@,CLE,NYK,W,+9,1,35.37,12,17,2,4,.500,7,9,.778,0,8,8,9,3,0,7,3,33,28.6,+8
479,LeBron James,2009-11-11,24,316,@,CLE,ORL,W,+9,1,39.07,13,23,2,3,.667,8,9,.889,2,6,8,4,1,0,4,2,36,26.9,+7
480,LeBron James,2009-11-12,24,317,@,CLE,MIA,W,+7,1,38.53,8,20,2,4,.500,16,18,.889,1,3,4,7,2,1,2,2,34,28.8,+6
481,LeBron James,2009-11-14,24,319,0,CLE,UTA,W,+4,1,37.33,6,15,0,3,.000,9,12,.750,0,6,6,9,2,1,2,1,21,20.1,+6
482,LeBron James,2009-11-17,24,322,0,CLE,GSW,W,+6,1,38.32,11,19,1,5,.200,8,10,.800,0,5,5,12,1,2,2,2,31,30.8,+8
483,LeBron James,2009-11-18,24,323,@,CLE,WAS,L,-17,1,35.08,12,20,3,7,.429,7,8,.875,0,2,2,9,2,0,6,4,34,25.7,-12
484,LeBron James,2009-11-20,24,325,@,CLE,IND,W,+10,1,37.53,13,25,1,3,.333,13,14,.929,2,7,9,7,1,1,2,1,40,35.0,+4
485,LeBron James,2009-11-21,24,326,0,CLE,PHI,W,+6,1,38.32,13,20,2,4,.500,4,6,.667,0,7,7,9,0,0,5,3,32,24.6,+11
486,LeBron James,2009-11-25,24,330,@,CLE,DET,W,+10,1,38.49,12,24,1,4,.250,9,11,.818,1,7,8,7,1,0,5,2,34,24.1,+12
487,LeBron James,2009-11-27,24,332,@,CLE,CHA,L,-7,1,38.01,10,19,2,7,.286,3,4,.750,0,6,6,4,0,0,6,4,25,12.3,+3
488,LeBron James,2009-11-28,24,333,0,CLE,DAL,W,+16,1,36.21,10,20,0,2,.000,5,7,.714,0,5,5,12,0,0,1,2,25,22.3,+8
489,LeBron James,2009-12-02,24,337,0,CLE,PHO,W,+17,1,34.37,6,15,0,3,.000,0,0,0,1,7,8,10,1,1,3,0,12,12.4,+19
490,LeBron James,2009-12-04,24,339,0,CLE,CHI,W,+14,1,34.12,8,17,1,3,.333,6,10,.600,0,6,6,11,0,0,1,1,23,20.8,+19
491,LeBron James,2009-12-06,24,341,@,CLE,MIL,W,+15,1,32.18,4,10,0,0,0,6,7,.857,1,4,5,10,1,1,5,2,14,13.0,+8
492,LeBron James,2009-12-08,24,343,@,CLE,MEM,L,-2,1,44.47,14,29,4,11,.364,11,12,.917,4,9,13,6,0,1,5,2,43,32.5,+6
493,LeBron James,2009-12-09,24,344,@,CLE,HOU,L,-10,1,39.40,8,21,2,4,.500,9,10,.900,1,5,6,7,1,1,5,2,27,18.1,-13
494,LeBron James,2009-12-11,24,346,0,CLE,POR,W,+5,1,37.36,14,24,1,2,.500,4,6,.667,1,6,7,7,1,2,4,1,33,26.4,+8
495,LeBron James,2009-12-13,24,348,@,CLE,OKC,W,+13,1,38.35,16,29,5,8,.625,7,10,.700,0,7,7,6,4,1,1,1,44,38.5,+13
496,LeBron James,2009-12-15,24,350,0,CLE,NJN,W,+10,1,40.28,9,19,1,5,.200,4,6,.667,1,5,6,7,2,0,6,3,23,14.4,+7
497,LeBron James,2009-12-16,24,351,@,CLE,PHI,W,+7,1,40.17,12,26,3,6,.500,9,11,.818,1,5,6,7,3,1,3,2,36,28.8,+10
498,LeBron James,2009-12-18,24,353,0,CLE,MIL,W,+3,1,38.22,6,13,2,4,.500,12,14,.857,1,9,10,8,0,3,6,1,26,23.2,+3
